dTime;Accel_X;Accel_Y;Accel_Z;Gyro_X;Gyro_Y;Gyro_Z;Mag_X;Mag_Y;Mag_Z;q1;q2;q3;q4
[s];[m/s^2];[m/s^2];[m/s^2];[rad/s];[rad/s];[rad/s];[uT];[uT];[uT];[-];[-];[-];[-]

8.987999;-0.101563;-0.160156;9.871094;-0.001953;-0.001953;0.001953;-3.250000;18.625000;-40.187500;-0.007690;0.003784;0.000061;0.999939
9.006996;-0.101563;-0.160156;9.871094;0.000000;0.000000;0.000000;-3.250000;18.625000;-40.187500;-0.007629;0.003784;0.000061;0.999939
9.029999;-0.062500;-0.160156;9.871094;0.000000;0.000000;0.000000;-3.250000;18.625000;-41.000000;-0.007629;0.003784;0.000061;0.999939
9.044998;-0.062500;-0.160156;9.871094;0.000000;0.000000;0.000000;-3.250000;18.625000;-41.000000;-0.007629;0.003784;0.000061;0.999939
9.069996;-0.062500;-0.160156;9.871094;0.003906;0.000000;-0.001953;-4.000000;19.312500;-39.375000;-0.007629;0.003784;0.000061;0.999939
9.084999;-0.101563;-0.160156;9.871094;0.003906;0.000000;-0.001953;-4.000000;19.312500;-39.375000;-0.007629;0.003784;0.000061;0.999939
9.109997;-0.101563;-0.160156;9.871094;0.000000;0.000000;0.001953;-4.000000;19.312500;-39.375000;-0.007568;0.003784;0.000061;0.999939
9.136997;-0.101563;-0.160156;9.871094;0.000000;0.000000;0.001953;-3.250000;18.625000;-39.750000;-0.007568;0.003784;0.000061;0.999939
9.160999;-0.062500;-0.160156;9.871094;-0.001953;0.000000;0.000000;-3.250000;18.625000;-39.750000;-0.007629;0.003784;0.000061;0.999939
9.179996;-0.062500;-0.160156;9.871094;-0.001953;0.000000;0.000000;-2.187500;19.000000;-40.187500;-0.007629;0.003784;0.000061;0.999939
9.191998;-0.062500;-0.160156;9.871094;-0.001953;0.000000;0.000000;-2.187500;19.000000;-40.187500;-0.007629;0.003784;0.000061;0.999939
9.224998;-0.101563;-0.160156;9.871094;0.005859;0.000000;0.001953;-2.500000;18.625000;-38.562500;-0.007690;0.003784;0.000122;0.999939
9.234997;-0.062500;-0.160156;9.871094;0.005859;0.000000;0.001953;-2.500000;18.625000;-38.562500;-0.007690;0.003784;0.000122;0.999939
9.256996;-0.062500;-0.160156;9.871094;-0.001953;0.000000;-0.001953;-2.500000;18.625000;-38.562500;-0.007690;0.003845;0.000122;0.999939
9.279999;-0.062500;-0.160156;9.871094;-0.001953;0.000000;-0.001953;-2.875000;18.250000;-39.750000;-0.007690;0.003845;0.000122;0.999939
9.292999;-0.062500;-0.160156;9.871094;-0.001953;0.000000;-0.001953;-2.875000;18.250000;-39.750000;-0.007690;0.003845;0.000122;0.999939
9.337997;-0.101563;-0.121094;9.871094;0.001953;0.003906;0.001953;-4.000000;18.625000;-39.375000;-0.007751;0.003845;0.000122;0.999939
9.341999;-0.101563;-0.121094;9.871094;0.001953;0.003906;0.001953;-4.000000;18.625000;-39.375000;-0.007751;0.003845;0.000122;0.999939
9.375996;-0.062500;-0.121094;9.871094;0.000000;-0.001953;0.001953;-3.250000;17.875000;-40.562500;-0.007751;0.003845;0.000122;0.999939
9.381996;-0.062500;-0.121094;9.871094;0.000000;-0.001953;0.001953;-3.250000;17.875000;-40.562500;-0.007751;0.003845;0.000122;0.999939
9.412998;-0.101563;-0.160156;9.871094;0.001953;-0.001953;-0.001953;-3.250000;17.875000;-40.562500;-0.007751;0.003784;0.000122;0.999939
9.426998;-0.062500;-0.160156;9.871094;0.001953;-0.001953;-0.001953;-2.500000;19.000000;-38.937500;-0.007751;0.003784;0.000122;0.999939
9.441998;-0.062500;-0.160156;9.871094;0.001953;-0.001953;-0.001953;-2.500000;19.000000;-38.937500;-0.007751;0.003784;0.000122;0.999939
9.488998;-0.062500;-0.160156;9.871094;-0.003906;-0.001953;0.000000;-2.500000;17.500000;-40.187500;-0.007813;0.003845;0.000122;0.999939
9.492996;-0.062500;-0.160156;9.871094;-0.003906;-0.001953;0.000000;-2.500000;17.500000;-40.187500;-0.007813;0.003845;0.000122;0.999939
9.525997;-0.101563;-0.160156;9.871094;0.000000;-0.001953;-0.003906;-2.875000;20.062500;-40.187500;-0.007874;0.003784;0.000061;0.999939
9.532997;-0.101563;-0.160156;9.871094;0.000000;-0.001953;-0.003906;-2.875000;20.062500;-40.187500;-0.007874;0.003784;0.000061;0.999939
9.562996;-0.062500;-0.160156;9.871094;-0.001953;-0.001953;0.001953;-2.875000;20.062500;-40.187500;-0.007874;0.003845;0.000061;0.999939
9.574997;-0.062500;-0.160156;9.871094;-0.001953;-0.001953;0.001953;-2.187500;19.000000;-39.750000;-0.007874;0.003845;0.000061;0.999939
9.594997;-0.062500;-0.160156;9.871094;-0.001953;-0.001953;0.001953;-2.187500;19.000000;-39.750000;-0.007874;0.003845;0.000061;0.999939
9.634998;-0.062500;-0.160156;9.835938;-0.001953;-0.001953;0.001953;-2.875000;19.312500;-39.375000;-0.007935;0.003845;0.000122;0.999939
9.644997;-0.101563;-0.121094;9.871094;-0.001953;-0.001953;0.001953;-2.875000;19.312500;-39.375000;-0.007935;0.003845;0.000122;0.999939
9.674999;-0.062500;-0.160156;9.871094;0.000000;0.001953;0.001953;-2.500000;19.000000;-39.750000;-0.007935;0.003845;0.000122;0.999939
9.681999;-0.062500;-0.160156;9.871094;0.000000;0.001953;0.001953;-2.500000;19.000000;-39.750000;-0.007935;0.003845;0.000122;0.999939
9.711998;-0.101563;-0.160156;9.871094;0.003906;-0.001953;0.001953;-2.500000;19.000000;-39.750000;-0.007874;0.003845;0.000122;0.999939
9.724998;-0.101563;-0.160156;9.871094;0.003906;-0.001953;0.001953;-2.500000;19.312500;-39.000000;-0.007874;0.003845;0.000122;0.999939
9.747997;-0.101563;-0.160156;9.871094;0.003906;-0.001953;0.001953;-2.500000;19.312500;-39.000000;-0.007874;0.003845;0.000122;0.999939
